connection_id,user_id,country,country_name,city,timezone,device,internet_speed_mbps,connected_at,related_country
C00497,U1193,FR,France,Paris,Europe/Paris,desktop,67,2026-02-27T02:47:33.771Z,IT
C00498,U1192,IN,India,Mumbai,Asia/Kolkata,mobile,37,2026-03-21T05:57:59.770Z,KR
C00499,U1378,CA,Canada,Toronto,America/Toronto,mobile,64.5,2026-03-06T20:01:00.345Z,US
C00500,U1038,MX,Mexico,Mexico City,America/Mexico_City,mobile,35.8,2026-03-03T09:17:45.756Z,US
C00501,U1765,GB,United Kingdom,London,Europe/London,desktop,73.5,2026-03-07T09:39:37.007Z,FR
C00502,U1386,MX,Mexico,Mexico City,America/Mexico_City,desktop,90.9,2026-02-22T10:17:55.671Z,BR
C00503,U1670,FR,France,Paris,Europe/Paris,desktop,69,2026-04-18T03:36:46.973Z,PL
C00504,U1152,IT,Italy,Rome,Europe/Rome,desktop,96.7,2026-04-25T08:53:55.467Z,SE
C00505,U1162,SG,Singapore,Singapore,Asia/Singapore,mobile,61.3,2026-01-01T05:11:31.343Z,AU
C00506,U1750,IN,India,Mumbai,Asia/Kolkata,desktop,68.3,2026-02-17T03:30:10.605Z,JP
C00507,U1537,DE,Germany,Berlin,Europe/Berlin,mobile,53.9,2026-02-08T18:52:31.625Z,IT
C00508,U1695,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,74.3,2026-02-01T02:39:50.979Z,MX
C00509,U1242,SE,Sweden,Stockholm,Europe/Stockholm,desktop,100.5,2026-02-22T19:50:32.808Z,IT
C00510,U1733,KR,South Korea,Seoul,Asia/Seoul,desktop,101.7,2026-04-07T02:02:06.396Z,JP
C00511,U1689,GB,United Kingdom,London,Europe/London,desktop,76.8,2026-03-21T15:03:19.054Z,NL
C00512,U1339,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,94.4,2026-02-08T15:11:13.097Z,CA
C00513,U1362,JP,Japan,Tokyo,Asia/Tokyo,mobile,61.9,2026-03-10T17:32:52.849Z,SG
C00514,U1270,IT,Italy,Rome,Europe/Rome,mobile,46.5,2026-03-28T02:55:10.992Z,IN
C00515,U1340,GB,United Kingdom,London,Europe/London,mobile,57.8,2026-04-26T13:59:38.824Z,ES
C00516,U1138,JP,Japan,Tokyo,Asia/Tokyo,desktop,119.2,2026-03-06T10:27:05.444Z,SG
C00517,U1543,IN,India,Mumbai,Asia/Kolkata,desktop,95.4,2026-02-17T08:28:41.842Z,AU
C00518,U1080,IN,India,Mumbai,Asia/Kolkata,mobile,50.9,2026-02-16T02:34:42.123Z,AU
C00519,U1163,GB,United Kingdom,London,Europe/London,mobile,25.5,2026-04-02T04:54:18.341Z,IN
C00520,U1465,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,96.9,2026-02-14T02:55:31.059Z,PL
C00521,U1209,CA,Canada,Toronto,America/Toronto,desktop,94.8,2026-03-24T00:08:45.778Z,US
C00522,U1256,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,113.3,2026-04-02T16:40:31.421Z,SE
C00523,U1414,PL,Poland,Warsaw,Europe/Warsaw,mobile,30.8,2026-01-26T19:54:59.281Z,ES
C00524,U1069,GB,United Kingdom,London,Europe/London,mobile,40,2026-02-11T06:16:48.941Z,DE
C00525,U1067,FR,France,Paris,Europe/Paris,tablet,65.9,2026-03-28T13:52:25.484Z,PL
C00526,U1686,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,55.1,2026-02-11T20:14:29.149Z,ES
C00527,U1489,SG,Singapore,Singapore,Asia/Singapore,desktop,111.3,2026-03-27T15:45:23.437Z,JP
C00528,U1283,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,86.7,2026-02-21T13:02:06.806Z,IT
C00529,U1466,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,46.2,2026-03-03T05:59:22.367Z,US
C00530,U1511,IN,India,Mumbai,Asia/Kolkata,desktop,101.9,2026-02-16T13:54:58.985Z,SG
C00531,U1053,IN,India,Mumbai,Asia/Kolkata,desktop,102.1,2026-03-27T05:44:41.241Z,SG
C00532,U1380,DE,Germany,Berlin,Europe/Berlin,desktop,117,2026-02-05T10:01:21.765Z,FR
C00533,U1082,SG,Singapore,Singapore,Asia/Singapore,desktop,118.3,2026-02-15T13:01:20.028Z,IN
C00534,U1478,IN,India,Mumbai,Asia/Kolkata,desktop,100.7,2026-04-23T10:52:52.736Z,SG
C00535,U1708,GB,United Kingdom,London,Europe/London,desktop,66.2,2026-03-16T18:19:14.855Z,FR
C00536,U1139,DE,Germany,Berlin,Europe/Berlin,mobile,55.7,2026-01-11T16:58:46.263Z,NL
C00537,U1116,CA,Canada,Toronto,America/Toronto,mobile,38.7,2026-02-13T12:35:48.282Z,BR
C00538,U1573,AU,Australia,Sydney,Australia/Sydney,mobile,58.6,2026-01-08T01:28:53.842Z,PL
C00539,U1040,IN,India,Mumbai,Asia/Kolkata,desktop,79,2026-04-05T10:44:33.525Z,KR
C00540,U1286,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,71.6,2026-02-23T03:48:33.860Z,GB
C00541,U1066,DE,Germany,Berlin,Europe/Berlin,desktop,93.6,2026-03-30T20:04:27.182Z,IT
C00542,U1185,DE,Germany,Berlin,Europe/Berlin,desktop,96.1,2026-04-28T17:12:12.871Z,PL
C00543,U1394,IT,Italy,Rome,Europe/Rome,mobile,44.4,2026-01-30T05:32:14.226Z,FR
C00544,U1621,CA,Canada,Toronto,America/Toronto,mobile,55.7,2026-02-10T20:56:16.963Z,FR
C00545,U1232,AU,Australia,Sydney,Australia/Sydney,desktop,85.6,2026-03-23T17:03:44.851Z,KR
C00546,U1078,US,United States,New York,America/New_York,desktop,73.8,2026-02-22T22:48:55.804Z,MX
C00547,U1619,GB,United Kingdom,London,Europe/London,desktop,104,2026-03-29T19:26:40.490Z,ES
C00548,U1741,KR,South Korea,Seoul,Asia/Seoul,mobile,63.8,2026-03-20T22:39:41.053Z,JP
C00549,U1646,CA,Canada,Toronto,America/Toronto,desktop,86.6,2026-01-25T02:36:08.185Z,US
C00550,U1670,IN,India,Mumbai,Asia/Kolkata,desktop,89.6,2026-03-05T00:36:21.277Z,PL
C00551,U1677,GB,United Kingdom,London,Europe/London,tablet,74.3,2026-03-18T21:05:15.578Z,DE
C00552,U1230,DE,Germany,Berlin,Europe/Berlin,desktop,98.2,2026-03-31T03:01:15.647Z,PL
C00553,U1531,AU,Australia,Sydney,Australia/Sydney,mobile,50.8,2026-01-09T08:20:41.907Z,IN
C00554,U1566,SE,Sweden,Stockholm,Europe/Stockholm,mobile,65,2026-01-21T00:58:26.264Z,ES
C00555,U1168,CA,Canada,Toronto,America/Toronto,mobile,39.5,2026-01-24T16:35:59.539Z,BR
C00556,U1214,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,101.1,2026-04-05T02:24:21.229Z,ZA
C00557,U1051,GB,United Kingdom,London,Europe/London,desktop,71.1,2026-04-12T01:25:14.893Z,SE
C00558,U1736,IN,India,Mumbai,Asia/Kolkata,mobile,55.5,2026-03-09T22:15:31.301Z,KR
C00559,U1543,IN,India,Mumbai,Asia/Kolkata,desktop,82.4,2026-04-30T13:37:04.717Z,US
C00560,U1748,MX,Mexico,Mexico City,America/Mexico_City,tablet,40.5,2026-04-02T21:46:37.807Z,US
C00561,U1482,PL,Poland,Warsaw,Europe/Warsaw,desktop,86.6,2026-04-30T15:08:55.520Z,NL
C00562,U1236,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,75.9,2026-03-15T05:32:05.723Z,MX
C00563,U1734,DE,Germany,Berlin,Europe/Berlin,tablet,76.7,2026-01-13T14:29:44.843Z,SE
C00564,U1257,US,United States,New York,America/New_York,desktop,87.1,2026-03-07T14:37:08.521Z,MX
C00565,U1514,SE,Sweden,Stockholm,Europe/Stockholm,tablet,92.6,2026-04-20T23:25:09.469Z,NL
C00566,U1299,MX,Mexico,Mexico City,America/Mexico_City,mobile,58.5,2026-01-05T20:28:46.693Z,US
C00567,U1650,DE,Germany,Berlin,Europe/Berlin,desktop,127.1,2026-03-13T20:13:37.197Z,PL
C00568,U1537,DE,Germany,Berlin,Europe/Berlin,desktop,104.1,2026-01-21T14:04:20.090Z,NL
C00569,U1325,GB,United Kingdom,London,Europe/London,desktop,98.5,2026-04-10T19:52:17.865Z,SE
C00570,U1055,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,90.3,2026-04-03T01:43:17.457Z,CA
C00571,U1651,GB,United Kingdom,London,Europe/London,desktop,96.8,2026-04-07T19:55:18.593Z,PL
C00572,U1462,IN,India,Mumbai,Asia/Kolkata,desktop,69.3,2026-02-12T18:00:42.398Z,AU
C00573,U1099,JP,Japan,Tokyo,Asia/Tokyo,desktop,117.5,2026-02-13T11:03:32.770Z,KR
C00574,U1024,JP,Japan,Tokyo,Asia/Tokyo,tablet,102.7,2026-03-31T18:32:40.910Z,SG
C00575,U1724,KR,South Korea,Seoul,Asia/Seoul,mobile,63.2,2026-02-03T07:59:52.415Z,ZA
C00576,U1319,GB,United Kingdom,London,Europe/London,desktop,96.9,2026-04-22T06:41:16.531Z,IT
C00577,U1510,IN,India,Mumbai,Asia/Kolkata,desktop,73.4,2026-01-11T03:30:31.953Z,AU
C00578,U1483,AU,Australia,Sydney,Australia/Sydney,mobile,65,2026-01-11T00:15:38.197Z,SG
C00579,U1319,DE,Germany,Berlin,Europe/Berlin,desktop,100.3,2026-02-04T12:42:41.423Z,NL
C00580,U1137,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,89.5,2026-03-14T07:10:00.038Z,MX
C00581,U1700,US,United States,New York,America/New_York,mobile,57.3,2026-04-28T18:35:58.411Z,MX
C00582,U1597,US,United States,New York,America/New_York,desktop,72,2026-02-25T15:51:39.493Z,BR
C00583,U1003,FR,France,Paris,Europe/Paris,mobile,55.3,2026-03-04T18:00:37.341Z,DE
C00584,U1201,ES,Spain,Madrid,Europe/Madrid,desktop,71.1,2026-04-15T16:21:56.103Z,SE
C00585,U1695,DE,Germany,Berlin,Europe/Berlin,desktop,111.8,2026-04-08T17:21:59.927Z,SE
C00586,U1556,CA,Canada,Toronto,America/Toronto,tablet,54.6,2026-01-19T04:01:51.813Z,BR
C00587,U1344,IN,India,Mumbai,Asia/Kolkata,mobile,32.3,2026-02-25T03:26:42.707Z,SG
C00588,U1635,IN,India,Mumbai,Asia/Kolkata,mobile,39.5,2026-03-27T04:23:36.375Z,JP
C00589,U1767,FR,France,Paris,Europe/Paris,tablet,55.9,2026-02-20T21:53:42.594Z,SE
C00590,U1436,US,United States,New York,America/New_York,mobile,46.2,2026-04-15T09:05:56.124Z,MX
C00591,U1372,GB,United Kingdom,London,Europe/London,tablet,77,2026-01-07T10:46:06.023Z,SE
C00592,U1559,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,112.2,2026-02-12T14:21:58.417Z,IT
C00593,U1457,MX,Mexico,Mexico City,America/Mexico_City,tablet,56,2026-01-26T23:11:58.392Z,BR
C00594,U1521,US,United States,New York,America/New_York,tablet,61.8,2026-04-30T20:45:10.649Z,NL
C00595,U1487,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,92.2,2026-03-05T14:21:17.247Z,IT
C00596,U1325,AU,Australia,Sydney,Australia/Sydney,mobile,37.1,2026-03-20T13:02:26.389Z,DE
C00597,U1485,CA,Canada,Toronto,America/Toronto,mobile,53,2026-01-27T01:53:59.490Z,BR
C00598,U1386,DE,Germany,Berlin,Europe/Berlin,desktop,112.1,2026-02-11T21:56:01.242Z,IT
C00599,U1604,IN,India,Mumbai,Asia/Kolkata,desktop,92.7,2026-01-04T15:37:05.483Z,JP
C00600,U1517,AU,Australia,Sydney,Australia/Sydney,mobile,53.4,2026-01-24T17:59:38.815Z,ZA
C00601,U1472,DE,Germany,Berlin,Europe/Berlin,mobile,83,2026-01-15T01:31:31.233Z,IT
C00602,U1167,AU,Australia,Sydney,Australia/Sydney,desktop,100.5,2026-02-11T20:03:06.751Z,GB
C00603,U1147,US,United States,New York,America/New_York,mobile,28.9,2026-03-23T19:20:40.485Z,BR
C00604,U1669,IN,India,Mumbai,Asia/Kolkata,desktop,77.7,2026-02-15T14:22:00.748Z,BR
C00605,U1222,GB,United Kingdom,London,Europe/London,mobile,44.6,2026-02-21T01:00:47.365Z,FR
C00606,U1252,KR,South Korea,Seoul,Asia/Seoul,tablet,67.6,2026-04-19T20:27:17.181Z,AU
C00607,U1639,IN,India,Mumbai,Asia/Kolkata,desktop,92.5,2026-01-17T00:22:30.716Z,AU
C00608,U1295,GB,United Kingdom,London,Europe/London,desktop,88.7,2026-01-31T02:22:06.147Z,IT
C00609,U1282,IN,India,Mumbai,Asia/Kolkata,desktop,65.8,2026-04-11T01:36:17.635Z,JP
C00610,U1175,GB,United Kingdom,London,Europe/London,mobile,60.4,2026-04-20T04:43:44.919Z,NL
C00611,U1320,FR,France,Paris,Europe/Paris,mobile,51.3,2026-01-31T23:59:23.344Z,IT
C00612,U1429,AU,Australia,Sydney,Australia/Sydney,desktop,94.1,2026-04-30T14:43:24.513Z,IT
C00613,U1169,US,United States,New York,America/New_York,desktop,74.2,2026-01-15T19:47:07.629Z,CA
C00614,U1297,US,United States,New York,America/New_York,mobile,36.9,2026-02-02T08:58:45.886Z,MX
C00615,U1243,GB,United Kingdom,London,Europe/London,mobile,54.2,2026-02-17T11:32:13.363Z,DE
C00616,U1015,DE,Germany,Berlin,Europe/Berlin,desktop,123,2026-02-25T23:34:21.190Z,SE
C00617,U1646,IN,India,Mumbai,Asia/Kolkata,mobile,31,2026-03-23T04:16:01.561Z,SG
C00618,U1239,ES,Spain,Madrid,Europe/Madrid,mobile,38.5,2026-02-20T15:31:12.303Z,DE
C00619,U1324,AU,Australia,Sydney,Australia/Sydney,desktop,97.1,2026-01-31T14:55:15.317Z,SG
C00620,U1000,US,United States,New York,America/New_York,desktop,74.5,2026-02-22T22:53:44.638Z,MX
C00621,U1658,AU,Australia,Sydney,Australia/Sydney,mobile,37.3,2026-04-29T00:39:08.767Z,JP
C00622,U1545,DE,Germany,Berlin,Europe/Berlin,desktop,120.5,2026-03-14T17:26:31.972Z,AU
C00623,U1231,AU,Australia,Sydney,Australia/Sydney,desktop,87.5,2026-02-07T03:18:12.712Z,IN
C00624,U1750,JP,Japan,Tokyo,Asia/Tokyo,mobile,54.7,2026-04-08T04:45:59.867Z,SG
C00625,U1242,CA,Canada,Toronto,America/Toronto,desktop,82.1,2026-04-19T09:42:09.879Z,MX
C00626,U1066,MX,Mexico,Mexico City,America/Mexico_City,desktop,65.3,2026-03-08T18:09:01.663Z,JP
C00627,U1059,DE,Germany,Berlin,Europe/Berlin,desktop,107.4,2026-03-11T06:11:27.511Z,IT
C00628,U1495,US,United States,New York,America/New_York,desktop,68.5,2026-02-02T07:30:46.812Z,MX
C00629,U1328,IT,Italy,Rome,Europe/Rome,mobile,60.8,2026-04-11T11:53:15.153Z,GB
C00630,U1334,US,United States,New York,America/New_York,desktop,81,2026-03-07T04:58:51.395Z,CA
C00631,U1657,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,115.7,2026-04-12T23:50:24.675Z,ES
C00632,U1790,US,United States,New York,America/New_York,desktop,71,2026-04-08T00:35:56.876Z,BR
C00633,U1256,IN,India,Mumbai,Asia/Kolkata,desktop,71.1,2026-04-19T05:40:50.490Z,JP
C00634,U1418,DE,Germany,Berlin,Europe/Berlin,desktop,110.5,2026-04-06T03:58:09.515Z,FR
C00635,U1096,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,46.1,2026-04-09T23:00:23.060Z,US
C00636,U1450,IT,Italy,Rome,Europe/Rome,desktop,71.7,2026-01-07T05:08:49.479Z,SG
C00637,U1794,GB,United Kingdom,London,Europe/London,desktop,100,2026-02-26T09:26:30.505Z,PL
C00638,U1773,DE,Germany,Berlin,Europe/Berlin,mobile,88.3,2026-01-03T00:54:03.874Z,PL
C00639,U1569,DE,Germany,Berlin,Europe/Berlin,desktop,100.8,2026-01-26T00:34:53.044Z,NL
C00640,U1328,SG,Singapore,Singapore,Asia/Singapore,mobile,72,2026-03-07T09:43:07.510Z,IN
C00641,U1768,DE,Germany,Berlin,Europe/Berlin,mobile,88.8,2026-02-23T14:22:39.711Z,GB
C00642,U1630,US,United States,New York,America/New_York,mobile,60,2026-01-12T02:35:50.102Z,IT
C00643,U1461,ES,Spain,Madrid,Europe/Madrid,desktop,102.9,2026-02-13T09:04:25.709Z,DE
C00644,U1124,KR,South Korea,Seoul,Asia/Seoul,mobile,84.7,2026-04-03T11:33:43.699Z,ZA
C00645,U1179,US,United States,New York,America/New_York,desktop,94.6,2026-04-29T16:52:09.678Z,MX
C00646,U1735,CA,Canada,Toronto,America/Toronto,desktop,70.9,2026-01-26T03:52:29.768Z,MX
C00647,U1101,US,United States,New York,America/New_York,desktop,96.7,2026-01-17T03:16:31.568Z,CA
C00648,U1734,US,United States,New York,America/New_York,mobile,44.9,2026-04-13T09:16:09.455Z,MX
C00649,U1220,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,96.4,2026-01-07T19:04:11.151Z,CA
C00650,U1526,DE,Germany,Berlin,Europe/Berlin,desktop,103.5,2026-02-21T17:43:20.040Z,GB
C00651,U1175,US,United States,New York,America/New_York,desktop,95.4,2026-03-24T17:14:20.848Z,MX
C00652,U1788,AU,Australia,Sydney,Australia/Sydney,mobile,40.1,2026-03-14T20:37:13.182Z,SG
C00653,U1305,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,94.1,2026-01-20T12:23:28.513Z,MX
C00654,U1315,IN,India,Mumbai,Asia/Kolkata,desktop,96.8,2026-03-25T23:06:45.157Z,JP
C00655,U1182,US,United States,New York,America/New_York,mobile,47.5,2026-04-30T15:38:54.957Z,BR
C00656,U1202,ES,Spain,Madrid,Europe/Madrid,mobile,54.2,2026-04-13T21:31:19.316Z,AU
C00657,U1230,CA,Canada,Toronto,America/Toronto,desktop,71.2,2026-02-03T01:42:53.448Z,BR
C00658,U1458,SG,Singapore,Singapore,Asia/Singapore,mobile,85.8,2026-01-10T03:49:34.917Z,IN
C00659,U1404,DE,Germany,Berlin,Europe/Berlin,mobile,57.9,2026-02-26T20:14:36.667Z,SE
C00660,U1277,US,United States,New York,America/New_York,mobile,25.6,2026-04-03T10:27:22.833Z,MX
C00661,U1101,US,United States,New York,America/New_York,desktop,85.5,2026-03-21T04:25:52.540Z,MX
C00662,U1707,DE,Germany,Berlin,Europe/Berlin,desktop,93.4,2026-03-31T06:20:06.472Z,IT
C00663,U1632,PL,Poland,Warsaw,Europe/Warsaw,desktop,89.3,2026-01-25T23:22:54.149Z,FR
C00664,U1196,IN,India,Mumbai,Asia/Kolkata,mobile,58.2,2026-03-13T12:17:07.628Z,IT
C00665,U1223,GB,United Kingdom,London,Europe/London,mobile,61.5,2026-03-03T20:29:54.874Z,CA
C00666,U1554,JP,Japan,Tokyo,Asia/Tokyo,mobile,73.4,2026-03-01T07:46:30.208Z,IN
C00667,U1197,US,United States,New York,America/New_York,desktop,69.6,2026-03-16T13:04:33.958Z,KR
C00668,U1787,ES,Spain,Madrid,Europe/Madrid,desktop,85.5,2026-03-06T17:40:13.875Z,PL
C00669,U1531,DE,Germany,Berlin,Europe/Berlin,mobile,81.3,2026-04-20T03:48:33.492Z,NL
C00670,U1000,ZA,South Africa,Cape Town,Africa/Johannesburg,mobile,47.1,2026-01-30T01:56:04.013Z,ZA
C00671,U1409,IN,India,Mumbai,Asia/Kolkata,desktop,81.2,2026-04-13T09:56:09.807Z,NL
C00672,U1672,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,56.7,2026-04-30T15:06:25.842Z,CA
C00673,U1445,ES,Spain,Madrid,Europe/Madrid,tablet,73.3,2026-03-06T13:29:31.849Z,BR
C00674,U1688,IN,India,Mumbai,Asia/Kolkata,desktop,70,2026-03-18T11:30:13.095Z,KR
C00675,U1775,US,United States,New York,America/New_York,tablet,48.6,2026-02-18T08:47:36.414Z,AU
C00676,U1566,PL,Poland,Warsaw,Europe/Warsaw,mobile,37.5,2026-03-18T10:31:43.301Z,DE
C00677,U1612,US,United States,New York,America/New_York,desktop,83.4,2026-01-13T03:03:27.624Z,BR
C00678,U1642,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,42.1,2026-01-20T18:13:58.945Z,MX
C00679,U1647,GB,United Kingdom,London,Europe/London,tablet,78.8,2026-01-30T23:21:52.463Z,PL
C00680,U1499,DE,Germany,Berlin,Europe/Berlin,desktop,95,2026-04-13T16:23:41.902Z,SE
C00681,U1018,US,United States,New York,America/New_York,desktop,65.9,2026-02-13T00:05:05.986Z,MX
C00682,U1071,US,United States,New York,America/New_York,mobile,59.3,2026-03-18T15:00:35.913Z,CA
C00683,U1201,FR,France,Paris,Europe/Paris,mobile,50.7,2026-01-25T14:20:14.799Z,SE
C00684,U1588,IN,India,Mumbai,Asia/Kolkata,mobile,35.2,2026-03-30T19:03:12.386Z,FR
C00685,U1644,KR,South Korea,Seoul,Asia/Seoul,mobile,83.8,2026-02-07T07:03:04.936Z,JP
C00686,U1473,KR,South Korea,Seoul,Asia/Seoul,desktop,118.4,2026-03-09T21:04:31.116Z,ZA
C00687,U1728,ES,Spain,Madrid,Europe/Madrid,tablet,57.1,2026-01-12T21:47:22.162Z,FR
C00688,U1605,CA,Canada,Toronto,America/Toronto,tablet,71.8,2026-04-30T16:57:12.247Z,DE
C00689,U1135,US,United States,New York,America/New_York,desktop,67.8,2026-01-11T23:40:13.280Z,BR
C00690,U1509,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,79.9,2026-02-13T11:34:22.406Z,CA
C00691,U1670,JP,Japan,Tokyo,Asia/Tokyo,mobile,62.3,2026-03-01T10:02:39.130Z,AU
C00692,U1469,US,United States,New York,America/New_York,mobile,54.1,2026-04-01T15:13:35.640Z,BR
C00693,U1363,GB,United Kingdom,London,Europe/London,mobile,53.3,2026-01-18T00:21:29.598Z,NL
C00694,U1363,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,52.2,2026-04-29T20:13:12.486Z,MX
C00695,U1453,US,United States,New York,America/New_York,mobile,45.1,2026-03-19T10:23:41.355Z,MX
C00696,U1631,IN,India,Mumbai,Asia/Kolkata,mobile,60.2,2026-03-06T18:36:12.271Z,AU
C00697,U1669,DE,Germany,Berlin,Europe/Berlin,mobile,66.4,2026-04-01T19:47:41.067Z,SE
C00698,U1698,US,United States,New York,America/New_York,mobile,35.3,2026-02-13T12:05:14.836Z,MX
C00699,U1486,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,55.5,2026-03-22T23:23:20.014Z,NL
C00700,U1258,PL,Poland,Warsaw,Europe/Warsaw,desktop,86.1,2026-01-20T11:41:19.320Z,IT
C00701,U1660,DE,Germany,Berlin,Europe/Berlin,mobile,88.7,2026-01-26T01:54:33.913Z,GB
C00702,U1377,SE,Sweden,Stockholm,Europe/Stockholm,desktop,91.6,2026-01-25T21:27:55.303Z,NL
C00703,U1274,US,United States,New York,America/New_York,tablet,44.1,2026-03-18T13:51:53.942Z,NL
C00704,U1274,DE,Germany,Berlin,Europe/Berlin,desktop,95.4,2026-02-24T22:24:57.361Z,PL
C00705,U1173,CA,Canada,Toronto,America/Toronto,tablet,69.3,2026-01-06T03:57:31.203Z,BR
C00706,U1460,DE,Germany,Berlin,Europe/Berlin,desktop,104.6,2026-03-22T11:27:09.944Z,ES
C00707,U1691,JP,Japan,Tokyo,Asia/Tokyo,desktop,109.2,2026-01-21T07:44:48.574Z,US
C00708,U1440,GB,United Kingdom,London,Europe/London,mobile,27.9,2026-02-27T15:13:57.887Z,ES
C00709,U1560,KR,South Korea,Seoul,Asia/Seoul,tablet,96.6,2026-02-21T00:10:16.401Z,SG
C00710,U1380,DE,Germany,Berlin,Europe/Berlin,desktop,93.5,2026-03-20T05:44:32.045Z,AU
C00711,U1654,JP,Japan,Tokyo,Asia/Tokyo,mobile,54.1,2026-01-31T04:34:18.691Z,KR
C00712,U1437,JP,Japan,Tokyo,Asia/Tokyo,desktop,102.5,2026-04-22T23:21:20.968Z,SG
C00713,U1621,IN,India,Mumbai,Asia/Kolkata,desktop,66.6,2026-01-01T19:20:25.646Z,JP
C00714,U1476,KR,South Korea,Seoul,Asia/Seoul,desktop,101.8,2026-01-13T01:47:44.062Z,ES
C00715,U1313,IN,India,Mumbai,Asia/Kolkata,mobile,32.4,2026-01-08T15:06:36.183Z,PL
C00716,U1438,SG,Singapore,Singapore,Asia/Singapore,mobile,86.2,2026-02-15T04:53:45.740Z,GB
C00717,U1394,GB,United Kingdom,London,Europe/London,tablet,50.6,2026-03-01T23:21:07.263Z,FR
C00718,U1770,IN,India,Mumbai,Asia/Kolkata,tablet,40.5,2026-03-15T10:56:16.746Z,SG
C00719,U1766,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,99.1,2026-01-16T04:43:12.506Z,CA
C00720,U1375,JP,Japan,Tokyo,Asia/Tokyo,tablet,100.7,2026-04-25T12:46:52.087Z,DE
C00721,U1272,DE,Germany,Berlin,Europe/Berlin,desktop,100.3,2026-04-16T21:21:56.847Z,FR
C00722,U1019,JP,Japan,Tokyo,Asia/Tokyo,mobile,63.3,2026-02-18T11:20:18.355Z,FR
C00723,U1136,US,United States,New York,America/New_York,desktop,80.9,2026-02-13T21:31:32.534Z,CA
C00724,U1606,JP,Japan,Tokyo,Asia/Tokyo,mobile,59.3,2026-04-25T21:12:22.073Z,IN
C00725,U1369,ES,Spain,Madrid,Europe/Madrid,desktop,82.9,2026-01-28T19:45:05.286Z,PL
C00726,U1081,US,United States,New York,America/New_York,mobile,32.9,2026-04-11T07:44:19.474Z,CA
C00727,U1546,US,United States,New York,America/New_York,mobile,57.7,2026-03-15T05:36:18.257Z,CA
C00728,U1177,DE,Germany,Berlin,Europe/Berlin,desktop,119.7,2026-03-07T13:21:03.836Z,GB
C00729,U1070,US,United States,New York,America/New_York,desktop,99.9,2026-04-06T02:01:57.244Z,BR
C00730,U1090,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,57.7,2026-02-21T14:05:17.622Z,ES
C00731,U1206,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,89.2,2026-01-11T18:05:01.062Z,NL
C00732,U1371,GB,United Kingdom,London,Europe/London,desktop,71.3,2026-01-11T03:45:42.013Z,FR
C00733,U1399,CA,Canada,Toronto,America/Toronto,desktop,101.1,2026-03-01T12:52:32.424Z,BR
C00734,U1436,US,United States,New York,America/New_York,desktop,101.4,2026-02-14T21:26:43.725Z,BR
C00735,U1100,JP,Japan,Tokyo,Asia/Tokyo,mobile,66.9,2026-01-09T15:24:18.866Z,MX
C00736,U1100,IN,India,Mumbai,Asia/Kolkata,mobile,41.2,2026-03-17T23:05:40.533Z,AU
C00737,U1691,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,58.9,2026-04-01T21:07:18.529Z,CA
C00738,U1798,MX,Mexico,Mexico City,America/Mexico_City,desktop,91.8,2026-04-24T05:31:58.106Z,SG
C00739,U1100,US,United States,New York,America/New_York,desktop,75.4,2026-01-20T05:18:26.862Z,BR
C00740,U1071,KR,South Korea,Seoul,Asia/Seoul,tablet,88.8,2026-01-03T06:31:13.922Z,CA
C00741,U1555,MX,Mexico,Mexico City,America/Mexico_City,mobile,56.3,2026-02-16T20:57:32.142Z,BR
C00742,U1419,ES,Spain,Madrid,Europe/Madrid,desktop,84.8,2026-02-01T11:11:43.402Z,FR
C00743,U1033,PL,Poland,Warsaw,Europe/Warsaw,desktop,66.4,2026-01-25T14:03:13.706Z,NL
C00744,U1451,KR,South Korea,Seoul,Asia/Seoul,desktop,99.2,2026-04-17T16:48:05.487Z,SG
